"row.names" "Original.Reads" "Filtered.Reads" "Denoised.Reads" "tabled" "forward.trim"
"30" "Ines-Groeningen-F6-3" 78710 78496 77178 77178 "110"
"31" "Ines-Groeningen-C3-1" 160428 159612 156476 156476 "120"
"32" "Ines-Groeningen-C3-3" 76905 76491 74429 74429 "120"
"33" "Ines-Groeningen-E3-1" 77315 76925 75202 75202 "120"
"34" "Ines-Groeningen-E3-4" 84827 84095 82709 82709 "120"
"35" "Ines-Groeningen-E5-1" 196518 195566 192626 192626 "120"
"36" "Ines-Groeningen-E5-3" 51315 51024 50000 50000 "120"
"37" "Ines-Groeningen-E6-3" 74564 74146 72671 72671 "120"
"38" "Ines-Groeningen-E6-5" 101969 101271 99711 99711 "120"
"39" "Ines-Groeningen-F3-4" 60874 60361 59497 59497 "120"
"40" "Ines-Groeningen-F5-1" 51092 50841 49956 49956 "120"
"41" "Ines-Groeningen-F5-3" 158699 157885 155790 155790 "120"
"42" "Ines-Groeningen-F5-5" 85108 84655 83672 83672 "120"
"43" "Ines-Groeningen-F6-1" 56042 55611 54870 54870 "120"
"44" "Ines-Groeningen-F6-2" 47591 46994 46471 46471 "120"
"45" "Ines-Groeningen-F6-3" 78710 78218 76956 76956 "120"
"46" "Ines-Groeningen-C3-1" 160428 158809 155242 155242 "130"
"47" "Ines-Groeningen-C3-3" 76905 76086 73960 73960 "130"
"48" "Ines-Groeningen-E3-1" 77315 76529 74315 74315 "130"
"49" "Ines-Groeningen-E3-4" 84827 83393 81724 81724 "130"
"50" "Ines-Groeningen-E5-1" 196518 194713 191943 191943 "130"
"51" "Ines-Groeningen-E5-3" 51315 50787 49690 49690 "130"
"52" "Ines-Groeningen-E6-3" 74564 73749 72163 72163 "130"
"53" "Ines-Groeningen-E6-5" 101969 100567 98949 98949 "130"
"54" "Ines-Groeningen-F3-4" 60874 59849 58783 58783 "130"
"55" "Ines-Groeningen-F5-1" 51092 50596 49545 49545 "130"
"56" "Ines-Groeningen-F5-3" 158699 157157 154547 154547 "130"
"57" "Ines-Groeningen-F5-5" 85108 84184 82982 82982 "130"
"58" "Ines-Groeningen-F6-1" 56042 55205 54502 54502 "130"
"59" "Ines-Groeningen-F6-2" 47591 46350 45578 45578 "130"
"60" "Ines-Groeningen-F6-3" 78710 77848 76340 76340 "130"
"61" "Ines-Groeningen-C3-1" 160428 157572 153401 153401 "140"
"62" "Ines-Groeningen-C3-3" 76905 75462 73147 73147 "140"
"63" "Ines-Groeningen-E3-1" 77315 75969 73378 73378 "140"
"64" "Ines-Groeningen-E3-4" 84827 82296 80458 80458 "140"
"65" "Ines-Groeningen-E5-1" 196518 193319 189891 189891 "140"
"66" "Ines-Groeningen-E5-3" 51315 50431 49213 49213 "140"
"67" "Ines-Groeningen-E6-3" 74564 73149 71076 71076 "140"
"68" "Ines-Groeningen-E6-5" 101969 99677 97740 97740 "140"
"69" "Ines-Groeningen-F3-4" 60874 59104 57858 57858 "140"
"70" "Ines-Groeningen-F5-1" 51092 50233 49025 49025 "140"
"71" "Ines-Groeningen-F5-3" 158699 156040 153082 153082 "140"
"72" "Ines-Groeningen-F5-5" 85108 83625 82152 82152 "140"
"73" "Ines-Groeningen-F6-1" 56042 54645 53764 53764 "140"
"74" "Ines-Groeningen-F6-2" 47591 45253 44440 44440 "140"
"75" "Ines-Groeningen-F6-3" 78710 77235 75431 75431 "140"
"76" "Ines-Groeningen-C3-1" 160428 155905 151406 151406 "150"
"77" "Ines-Groeningen-C3-3" 76905 74667 72175 72175 "150"
"78" "Ines-Groeningen-E3-1" 77315 75241 72332 72332 "150"
"79" "Ines-Groeningen-E3-4" 84827 80865 78904 78904 "150"
"80" "Ines-Groeningen-E5-1" 196518 191687 187851 187851 "150"
"81" "Ines-Groeningen-E5-3" 51315 49974 48604 48604 "150"
"82" "Ines-Groeningen-E6-3" 74564 72348 70092 70092 "150"
"83" "Ines-Groeningen-E6-5" 101969 98244 95776 95776 "150"
"84" "Ines-Groeningen-F3-4" 60874 58057 56501 56501 "150"
"85" "Ines-Groeningen-F5-1" 51092 49798 48493 48493 "150"
"86" "Ines-Groeningen-F5-3" 158699 154691 151349 151349 "150"
"87" "Ines-Groeningen-F5-5" 85108 82635 81003 81003 "150"
"88" "Ines-Groeningen-F6-1" 56042 53789 52715 52715 "150"
"89" "Ines-Groeningen-F6-2" 47591 43988 42996 42996 "150"
"90" "Ines-Groeningen-F6-3" 78710 76416 74233 74233 "150"
"91" "Ines-Groeningen-C3-1" 160428 153339 148916 148916 "160"
"92" "Ines-Groeningen-C3-3" 76905 73300 70572 70572 "160"
"93" "Ines-Groeningen-E3-1" 77315 74080 71142 71142 "160"
"94" "Ines-Groeningen-E3-4" 84827 78859 76568 76568 "160"
"95" "Ines-Groeningen-E5-1" 196518 188777 184780 184780 "160"
"96" "Ines-Groeningen-E5-3" 51315 49228 47713 47713 "160"
"97" "Ines-Groeningen-E6-3" 74564 71175 68710 68710 "160"
"98" "Ines-Groeningen-E6-5" 101969 96299 93768 93768 "160"
"99" "Ines-Groeningen-F3-4" 60874 56626 54868 54868 "160"
"100" "Ines-Groeningen-F5-1" 51092 49087 47603 47603 "160"
"101" "Ines-Groeningen-F5-3" 158699 152444 148905 148905 "160"
"102" "Ines-Groeningen-F5-5" 85108 81373 79610 79610 "160"
"103" "Ines-Groeningen-F6-1" 56042 52621 51318 51318 "160"
"104" "Ines-Groeningen-F6-2" 47591 42361 41165 41165 "160"
"105" "Ines-Groeningen-F6-3" 78710 75145 72906 72906 "160"
"106" "Ines-Groeningen-C3-1" 160428 150479 145995 145995 "170"
"107" "Ines-Groeningen-C3-3" 76905 71799 68994 68994 "170"
"108" "Ines-Groeningen-E3-1" 77315 72796 69720 69720 "170"
"109" "Ines-Groeningen-E3-4" 84827 76127 73658 73658 "170"
"110" "Ines-Groeningen-E5-1" 196518 185927 181907 181907 "170"
"111" "Ines-Groeningen-E5-3" 51315 48429 46921 46921 "170"
"112" "Ines-Groeningen-E6-3" 74564 69944 67559 67559 "170"
"113" "Ines-Groeningen-E6-5" 101969 93717 90773 90773 "170"
"114" "Ines-Groeningen-F3-4" 60874 54600 52700 52700 "170"
"115" "Ines-Groeningen-F5-1" 51092 48332 46770 46770 "170"
"116" "Ines-Groeningen-F5-3" 158699 150169 146564 146564 "170"
"117" "Ines-Groeningen-F5-5" 85108 79760 77763 77763 "170"
"118" "Ines-Groeningen-F6-1" 56042 51061 49536 49536 "170"
"119" "Ines-Groeningen-F6-2" 47591 40063 38812 38812 "170"
"120" "Ines-Groeningen-F6-3" 78710 73917 71618 71618 "170"
"121" "Ines-Groeningen-C3-1" 160428 147153 142667 142667 "180"
"122" "Ines-Groeningen-C3-3" 76905 70081 67428 67428 "180"
"123" "Ines-Groeningen-E3-1" 77315 71366 68093 68093 "180"
"124" "Ines-Groeningen-E3-4" 84827 73474 70943 70943 "180"
"125" "Ines-Groeningen-E5-1" 196518 182687 178395 178395 "180"
"126" "Ines-Groeningen-E5-3" 51315 47647 46107 46107 "180"
"127" "Ines-Groeningen-E6-3" 74564 68481 65848 65848 "180"
"128" "Ines-Groeningen-E6-5" 101969 91208 88535 88535 "180"
"129" "Ines-Groeningen-F3-4" 60874 52543 50574 50574 "180"
"130" "Ines-Groeningen-F5-1" 51092 47582 45914 45914 "180"
"131" "Ines-Groeningen-F5-3" 158699 147673 144077 144077 "180"
"132" "Ines-Groeningen-F5-5" 85108 78396 76435 76435 "180"
"133" "Ines-Groeningen-F6-1" 56042 49573 48113 48113 "180"
"134" "Ines-Groeningen-F6-2" 47591 37861 36461 36461 "180"
"135" "Ines-Groeningen-F6-3" 78710 72502 70214 70214 "180"
"136" "Ines-Groeningen-C3-1" 160428 143283 138798 138798 "190"
"137" "Ines-Groeningen-C3-3" 76905 68199 65041 65041 "190"
"138" "Ines-Groeningen-E3-1" 77315 69755 66278 66278 "190"
"139" "Ines-Groeningen-E3-4" 84827 70057 67343 67343 "190"
"140" "Ines-Groeningen-E5-1" 196518 179148 174422 174422 "190"
"141" "Ines-Groeningen-E5-3" 51315 46662 44803 44803 "190"
"142" "Ines-Groeningen-E6-3" 74564 66890 64079 64079 "190"
"143" "Ines-Groeningen-E6-5" 101969 88031 85033 85033 "190"
"144" "Ines-Groeningen-F3-4" 60874 49993 47819 47819 "190"
"145" "Ines-Groeningen-F5-1" 51092 46673 44977 44977 "190"
"146" "Ines-Groeningen-F5-3" 158699 144753 140850 140850 "190"
"147" "Ines-Groeningen-F5-5" 85108 76630 74719 74719 "190"
"148" "Ines-Groeningen-F6-1" 56042 47717 46252 46252 "190"
"149" "Ines-Groeningen-F6-2" 47591 35553 33984 33984 "190"
"150" "Ines-Groeningen-F6-3" 78710 70857 68492 68492 "190"
"151" "Ines-Groeningen-C3-1" 160428 138509 133621 133621 "200"
"152" "Ines-Groeningen-C3-3" 76905 65806 62667 62667 "200"
"153" "Ines-Groeningen-E3-1" 77315 67738 64069 64069 "200"
"154" "Ines-Groeningen-E3-4" 84827 66290 63430 63430 "200"
"155" "Ines-Groeningen-E5-1" 196518 175036 169815 169815 "200"
"156" "Ines-Groeningen-E5-3" 51315 45630 43593 43593 "200"
"157" "Ines-Groeningen-E6-3" 74564 64895 62090 62090 "200"
"158" "Ines-Groeningen-E6-5" 101969 84490 81232 81232 "200"
"159" "Ines-Groeningen-F3-4" 60874 47090 44731 44731 "200"
"160" "Ines-Groeningen-F5-1" 51092 45638 43915 43915 "200"
"161" "Ines-Groeningen-F5-3" 158699 141401 136889 136889 "200"
"162" "Ines-Groeningen-F5-5" 85108 74653 72507 72507 "200"
"163" "Ines-Groeningen-F6-1" 56042 45629 43976 43976 "200"
"164" "Ines-Groeningen-F6-2" 47591 33054 31325 31325 "200"
"165" "Ines-Groeningen-F6-3" 78710 68982 66394 66394 "200"
"166" "Ines-Groeningen-C3-1" 160428 160405 160155 160155 "50"
"167" "Ines-Groeningen-C3-3" 76905 76894 76629 76629 "50"
"168" "Ines-Groeningen-E3-1" 77315 77301 77003 77003 "50"
"169" "Ines-Groeningen-E3-4" 84827 84808 84733 84733 "50"
"170" "Ines-Groeningen-E5-1" 196518 196504 196002 196002 "50"
"171" "Ines-Groeningen-E5-3" 51315 51309 51162 51162 "50"
"172" "Ines-Groeningen-E6-3" 74564 74555 74294 74294 "50"
"173" "Ines-Groeningen-E6-5" 101969 101962 101835 101835 "50"
"174" "Ines-Groeningen-F3-4" 60874 60860 60794 60794 "50"
"175" "Ines-Groeningen-F5-1" 51092 51085 50842 50842 "50"
"176" "Ines-Groeningen-F5-3" 158699 158674 157991 157991 "50"
"177" "Ines-Groeningen-F5-5" 85108 85100 85000 85000 "50"
"178" "Ines-Groeningen-F6-1" 56042 56031 55969 55969 "50"
"179" "Ines-Groeningen-F6-2" 47591 47585 47516 47516 "50"
"180" "Ines-Groeningen-F6-3" 78710 78696 78493 78493 "50"
"181" "Ines-Groeningen-C3-1" 160428 160404 159825 159825 "60"
"182" "Ines-Groeningen-C3-3" 76905 76894 76434 76434 "60"
"183" "Ines-Groeningen-E3-1" 77315 77301 76888 76888 "60"
"184" "Ines-Groeningen-E3-4" 84827 84807 84520 84520 "60"
"185" "Ines-Groeningen-E5-1" 196518 196503 196073 196073 "60"
"186" "Ines-Groeningen-E5-3" 51315 51309 50990 50990 "60"
"187" "Ines-Groeningen-E6-3" 74564 74554 74301 74301 "60"
"188" "Ines-Groeningen-E6-5" 101969 101959 101490 101490 "60"
"189" "Ines-Groeningen-F3-4" 60874 60859 60584 60584 "60"
"190" "Ines-Groeningen-F5-1" 51092 51085 50760 50760 "60"
"191" "Ines-Groeningen-F5-3" 158699 158674 158022 158022 "60"
"192" "Ines-Groeningen-F5-5" 85108 85100 84902 84902 "60"
"193" "Ines-Groeningen-F6-1" 56042 56031 55887 55887 "60"
"194" "Ines-Groeningen-F6-2" 47591 47584 47452 47452 "60"
"195" "Ines-Groeningen-F6-3" 78710 78696 78435 78435 "60"
"196" "Ines-Groeningen-C3-1" 160428 160403 159646 159646 "70"
"197" "Ines-Groeningen-C3-3" 76905 76893 76449 76449 "70"
"198" "Ines-Groeningen-E3-1" 77315 77301 76887 76887 "70"
"199" "Ines-Groeningen-E3-4" 84827 84804 84482 84482 "70"
"200" "Ines-Groeningen-E5-1" 196518 196499 195947 195947 "70"
"201" "Ines-Groeningen-E5-3" 51315 51308 51110 51110 "70"
"202" "Ines-Groeningen-E6-3" 74564 74554 74200 74200 "70"
"203" "Ines-Groeningen-E6-5" 101969 101958 101642 101642 "70"
"204" "Ines-Groeningen-F3-4" 60874 60858 60551 60551 "70"
"205" "Ines-Groeningen-F5-1" 51092 51085 50793 50793 "70"
"206" "Ines-Groeningen-F5-3" 158699 158674 158008 158008 "70"
"207" "Ines-Groeningen-F5-5" 85108 85100 84856 84856 "70"
"208" "Ines-Groeningen-F6-1" 56042 56031 55857 55857 "70"
"209" "Ines-Groeningen-F6-2" 47591 47584 47469 47469 "70"
"210" "Ines-Groeningen-F6-3" 78710 78696 78292 78292 "70"
"211" "Ines-Groeningen-C3-1" 160428 160396 158543 158543 "80"
"212" "Ines-Groeningen-C3-3" 76905 76888 75956 75956 "80"
"213" "Ines-Groeningen-E3-1" 77315 77295 76502 76502 "80"
"214" "Ines-Groeningen-E3-4" 84827 84799 84257 84257 "80"
"215" "Ines-Groeningen-E5-1" 196518 196493 194995 194995 "80"
"216" "Ines-Groeningen-E5-3" 51315 51305 50832 50832 "80"
"217" "Ines-Groeningen-E6-3" 74564 74551 73705 73705 "80"
"218" "Ines-Groeningen-E6-5" 101969 101951 101288 101288 "80"
"219" "Ines-Groeningen-F3-4" 60874 60852 60599 60599 "80"
"220" "Ines-Groeningen-F5-1" 51092 51084 50666 50666 "80"
"221" "Ines-Groeningen-F5-3" 158699 158669 157268 157268 "80"
"222" "Ines-Groeningen-F5-5" 85108 85095 84817 84817 "80"
"223" "Ines-Groeningen-F6-1" 56042 56026 55783 55783 "80"
"224" "Ines-Groeningen-F6-2" 47591 47580 47437 47437 "80"
"225" "Ines-Groeningen-F6-3" 78710 78692 77900 77900 "80"
"226" "Ines-Groeningen-C3-1" 160428 160375 158268 158268 "90"
"227" "Ines-Groeningen-C3-3" 76905 76871 75904 75904 "90"
"228" "Ines-Groeningen-E3-1" 77315 77283 76061 76061 "90"
"229" "Ines-Groeningen-E3-4" 84827 84772 83946 83946 "90"
"230" "Ines-Groeningen-E5-1" 196518 196469 194684 194684 "90"
"231" "Ines-Groeningen-E5-3" 51315 51299 50493 50493 "90"
"232" "Ines-Groeningen-E6-3" 74564 74538 73358 73358 "90"
"233" "Ines-Groeningen-E6-5" 101969 101926 100699 100699 "90"
"234" "Ines-Groeningen-F3-4" 60874 60828 60215 60215 "90"
"235" "Ines-Groeningen-F5-1" 51092 51081 50642 50642 "90"
"236" "Ines-Groeningen-F5-3" 158699 158647 157496 157496 "90"
"237" "Ines-Groeningen-F5-5" 85108 85081 84367 84367 "90"
"238" "Ines-Groeningen-F6-1" 56042 56011 55496 55496 "90"
"239" "Ines-Groeningen-F6-2" 47591 47564 47335 47335 "90"
"240" "Ines-Groeningen-F6-3" 78710 78682 77884 77884 "90"
